사용월,호선명,역ID,지하철역,유임승차,유임하차,무임승차,무임하차,작업일시
2020-06,5호선,407,청구,"82,349","77,567","21,865","17,021",2020-07-03 13:43:17
2020-06,5호선,408,신금호,"132,880","131,054","28,856","32,691",2020-07-03 13:43:17
2020-06,5호선,409,행당,"173,339","152,595","40,821","36,421",2020-07-03 13:43:17
2020-06,5호선,410,왕십리(성동구청),"96,524","111,964","19,130","18,449",2020-07-03 13:43:17
2020-06,5호선,411,마장,"113,773","105,505","31,011","30,454",2020-07-03 13:43:17
2020-06,5호선,412,답십리,"348,248","313,566","66,150","64,243",2020-07-03 13:43:17
2020-06,5호선,413,장한평,"390,331","385,264","70,773","71,682",2020-07-03 13:43:17
2020-06,5호선,414,군자(능동),"252,695","281,547","31,941","32,967",2020-07-03 13:43:17
2020-06,5호선,415,아차산(어린이대공원후문),"308,938","300,355","81,187","79,828",2020-07-03 13:43:17
2020-06,5호선,416,광나루(장신대),"292,419","262,989","56,114","54,504",2020-07-03 13:43:17
2020-06,5호선,417,천호(풍납토성),"382,903","402,171","101,611","108,727",2020-07-03 13:43:17
2020-06,5호선,418,강동,"470,626","403,620","88,045","80,427",2020-07-03 13:43:17
2020-06,5호선,419,길동,"144,792","150,639","51,965","53,590",2020-07-03 13:43:17
2020-06,5호선,420,굽은다리(강동구민회관앞),"186,087","174,529","51,276","48,141",2020-07-03 13:43:17
2020-06,5호선,421,명일,"167,920","171,675","47,825","50,045",2020-07-03 13:43:17
2020-06,5호선,422,고덕,"178,049","178,300","43,331","43,554",2020-07-03 13:43:17
2020-06,5호선,423,상일동,"412,634","346,630","78,990","75,081",2020-07-03 13:43:17
2020-06,5호선,424,둔촌동,"167,182","166,632","49,188","50,506",2020-07-03 13:43:17
2020-06,5호선,425,올림픽공원(한국체대),"83,330","69,911","24,594","21,947",2020-07-03 13:43:17
2020-06,5호선,426,방이,"147,160","152,913","35,988","35,147",2020-07-03 13:43:17
2020-06,5호선,427,오금,"83,795","80,937","16,066","15,614",2020-07-03 13:43:17
2020-06,5호선,428,개롱,"131,169","135,135","34,484","35,207",2020-07-03 13:43:17
2020-06,5호선,429,거여,"157,717","147,287","44,104","43,532",2020-07-03 13:43:17
2020-06,5호선,430,마천,"98,828","98,314","41,626","44,184",2020-07-03 13:43:17
2020-06,6호선,431,응암,"363,425","354,042","96,589","94,989",2020-07-03 13:43:17
2020-06,6호선,432,역촌,"70,362","85,319","27,962","26,681",2020-07-03 13:43:17
2020-06,6호선,433,불광,"89,488","96,018","35,490","30,317",2020-07-03 13:43:17
2020-06,6호선,434,독바위,"57,443","58,553","17,319","20,950",2020-07-03 13:43:17
2020-06,6호선,435,연신내,16,0,5,0,2020-07-03 13:43:17
2020-06,6호선,436,구산,"152,848","102,115","38,638","42,202",2020-07-03 13:43:17
2020-06,6호선,437,새절(신사),"269,681","246,863","71,204","71,430",2020-07-03 13:43:17
2020-06,6호선,438,증산(명지대앞),"208,813","199,934","60,465","60,593",2020-07-03 13:43:17
2020-06,6호선,439,디지털미디어시티,"294,563","324,619","43,600","43,856",2020-07-03 13:43:17
2020-06,6호선,440,월드컵경기장(성산),"79,708","87,952","49,631","49,564",2020-07-03 13:43:17
2020-06,6호선,441,마포구청,"300,487","261,700","60,912","55,270",2020-07-03 13:43:17
2020-06,6호선,442,망원,"299,861","334,568","68,275","71,765",2020-07-03 13:43:17
2020-06,6호선,443,합정,"309,180","308,085","30,660","29,303",2020-07-03 13:43:17
2020-06,6호선,444,상수,"194,679","227,162","17,606","17,925",2020-07-03 13:43:17
2020-06,6호선,445,광흥창(서강),"189,831","182,492","36,965","36,191",2020-07-03 13:43:17
2020-06,6호선,446,대흥(서강대앞),"165,473","172,648","37,023","36,719",2020-07-03 13:43:17
2020-06,6호선,447,공덕,"399,013","393,510","61,817","58,072",2020-07-03 13:43:17
2020-06,6호선,448,효창공원앞,"148,780","130,462","31,484","29,466",2020-07-03 13:43:17
2020-06,6호선,449,삼각지,"131,528","113,526","13,515","10,920",2020-07-03 13:43:17
2020-06,6호선,450,녹사평(용산구청),"101,276","99,481","15,446","14,433",2020-07-03 13:43:17
2020-06,6호선,451,이태원,"192,257","198,640","24,344","25,404",2020-07-03 13:43:17
2020-06,6호선,452,한강진,"166,098","199,924","13,454","12,941",2020-07-03 13:43:17
2020-06,6호선,453,버티고개,"46,546","42,336","11,985","13,776",2020-07-03 13:43:17
2020-06,6호선,454,약수,"73,612","75,546","18,123","17,633",2020-07-03 13:43:17
2020-06,6호선,455,청구,"81,462","84,493","16,326","19,428",2020-07-03 13:43:17
2020-06,6호선,456,신당,"173,778","188,019","27,521","26,284",2020-07-03 13:43:17
2020-06,6호선,457,동묘앞,"157,356","164,878","56,928","52,327",2020-07-03 13:43:17
2020-06,6호선,458,창신,"77,432","61,149","15,324","14,270",2020-07-03 13:43:17
2020-06,6호선,459,보문,"165,957","150,417","25,011","24,345",2020-07-03 13:43:17
2020-06,6호선,460,안암(고대병원앞),"248,853","253,182","29,983","28,223",2020-07-03 13:43:17
2020-06,6호선,461,고려대(종암),"178,584","170,639","27,264","27,527",2020-07-03 13:43:17
2020-06,6호선,462,월곡(동덕여대),"236,301","227,585","60,017","59,733",2020-07-03 13:43:17
2020-06,6호선,463,상월곡(한국과학기술연구원),"129,816","110,683","32,673","32,064",2020-07-03 13:43:17
2020-06,6호선,464,돌곶이,"192,402","177,510","52,416","52,161",2020-07-03 13:43:17
2020-06,6호선,465,석계,"269,867","273,986","63,585","63,948",2020-07-03 13:43:17
2020-06,6호선,466,태릉입구,"117,415","132,569","24,083","26,418",2020-07-03 13:43:17
2020-06,6호선,467,화랑대(서울여대입구),"262,801","201,283","37,670","33,334",2020-07-03 13:43:17
2020-06,6호선,468,봉화산(서울의료원),"195,421","174,786","40,665","39,111",2020-07-03 13:43:17
2020-06,6호선,469,신내,4,0,0,0,2020-07-03 13:43:17
2020-06,7호선,470,장암,"56,279","21,486","8,697","5,950",2020-07-03 13:43:17
2020-06,7호선,471,도봉산,"208,089","238,541","40,485","58,881",2020-07-03 13:43:17
2020-06,7호선,472,수락산,"267,391","263,981","77,821","78,381",2020-07-03 13:43:17
2020-06,7호선,473,마들,"245,488","226,744","67,180","66,951",2020-07-03 13:43:17
2020-06,7호선,474,노원,"425,227","458,492","96,289","96,581",2020-07-03 13:43:17
2020-06,7호선,475,중계,"306,061","270,208","73,388","70,678",2020-07-03 13:43:17
2020-06,7호선,476,하계,"385,261","358,377","83,875","80,706",2020-07-03 13:43:17
2020-06,7호선,477,공릉(서울과학기술대),"257,556","256,498","56,741","57,617",2020-07-03 13:43:17
2020-06,7호선,478,태릉입구,"186,791","175,111","36,448","33,430",2020-07-03 13:43:17
2020-06,7호선,479,먹골,"219,676","208,839","50,838","51,201",2020-07-03 13:43:17
2020-06,7호선,480,중화,"239,448","228,589","53,257","52,660",2020-07-03 13:43:17
2020-06,7호선,481,상봉(시외버스터미널),"391,333","367,015","58,005","55,288",2020-07-03 13:43:17
2020-06,7호선,482,면목,"334,756","317,614","78,441","81,187",2020-07-03 13:43:17
2020-06,7호선,483,사가정,"337,220","334,874","81,948","81,577",2020-07-03 13:43:17
2020-06,7호선,484,용마산(용마폭포공원),"130,111","120,004","29,686","32,657",2020-07-03 13:43:17
2020-06,7호선,485,중곡,"210,444","189,441","46,877","47,769",2020-07-03 13:43:17
2020-06,7호선,486,군자(능동),"319,848","245,836","60,080","52,515",2020-07-03 13:43:17
2020-06,7호선,487,어린이대공원(세종대),"270,761","266,293","31,895","31,490",2020-07-03 13:43:17
2020-06,7호선,488,건대입구,"284,215","306,129","42,162","38,101",2020-07-03 13:43:17
2020-06,7호선,489,뚝섬유원지,"227,332","219,894","35,503","36,080",2020-07-03 13:43:17
2020-06,7호선,490,청담,"444,870","509,704","58,965","56,809",2020-07-03 13:43:17
2020-06,7호선,491,강남구청,"362,887","413,419","38,755","39,045",2020-07-03 13:43:17
2020-06,7호선,492,학동,"534,951","583,623","49,250","46,155",2020-07-03 13:43:17
2020-06,7호선,493,논현,"466,253","519,215","43,719","42,904",2020-07-03 13:43:17
2020-06,7호선,494,반포,"134,090","130,444","28,755","27,126",2020-07-03 13:43:17
2020-06,7호선,495,고속터미널,"363,056","305,252","57,757","49,810",2020-07-03 13:43:17
2020-06,7호선,496,내방,"308,223","318,139","52,585","50,780",2020-07-03 13:43:17
2020-06,7호선,497,이수,"352,076","347,980","60,493","58,385",2020-07-03 13:43:17
2020-06,7호선,498,남성,"242,025","218,541","54,618","54,239",2020-07-03 13:43:17
2020-06,7호선,499,숭실대입구(살피재),"281,096","279,260","46,218","47,927",2020-07-03 13:43:17
2020-06,7호선,500,상도,"226,794","215,706","45,078","42,920",2020-07-03 13:43:17
2020-06,7호선,501,장승배기,"206,592","197,506","56,488","57,660",2020-07-03 13:43:17
2020-06,7호선,502,신대방삼거리,"361,740","336,335","69,890","70,572",2020-07-03 13:43:17
2020-06,7호선,503,보라매,"222,705","221,578","35,785","35,413",2020-07-03 13:43:17
2020-06,7호선,504,신풍,"236,287","219,897","50,330","51,048",2020-07-03 13:43:17
2020-06,7호선,505,대림(구로구청),"187,352","187,114","26,615","25,645",2020-07-03 13:43:17
2020-06,7호선,506,남구로,"352,398","374,502","47,304","47,509",2020-07-03 13:43:17
2020-06,7호선,507,가산디지털단지,"1,044,575","1,053,890","73,504","69,066",2020-07-03 13:43:17
2020-06,7호선,508,철산,"498,592","514,193","78,427","79,278",2020-07-03 13:43:17
2020-06,7호선,509,광명사거리,"496,276","480,509","119,383","122,622",2020-07-03 13:43:17
2020-06,7호선,510,천왕,"220,125","203,428","43,029","42,119",2020-07-03 13:43:17
2020-06,7호선,511,온수(성공회대입구),"242,832","226,318","31,880","30,526",2020-07-03 13:43:17
2020-06,7호선,512,까치울,"169,615","162,567","22,609","22,556",2020-07-03 13:43:17
2020-06,7호선,513,부천종합운동장,"100,253","84,339","15,060","14,944",2020-07-03 13:43:17
2020-06,7호선,514,춘의,"204,802","198,803","26,131","25,028",2020-07-03 13:43:17
2020-06,7호선,515,신중동,"315,366","315,328","40,808","39,327",2020-07-03 13:43:17
2020-06,7호선,516,부천시청,"262,820","257,668","40,794","39,320",2020-07-03 13:43:17
2020-06,7호선,517,상동,"280,249","288,919","36,350","36,613",2020-07-03 13:43:17
2020-06,7호선,518,삼산체육관,"100,407","88,609","17,659","17,143",2020-07-03 13:43:17
2020-06,7호선,519,굴포천,"191,544","199,143","26,258","27,270",2020-07-03 13:43:17
2020-06,7호선,520,부평구청,"266,834","214,733","23,812","20,618",2020-07-03 13:43:17
2020-06,8호선,521,암사,"408,265","349,810","83,746","83,029",2020-07-03 13:43:17
2020-06,8호선,522,천호(풍납토성),"362,030","434,167","70,491","67,265",2020-07-03 13:43:17
2020-06,8호선,523,강동구청,"212,545","224,030","51,169","51,713",2020-07-03 13:43:17
2020-06,8호선,524,몽촌토성(평화의문),"112,057","120,088","25,086","24,328",2020-07-03 13:43:17
2020-06,8호선,525,잠실(송파구청),"300,944","357,337","53,417","51,230",2020-07-03 13:43:17
2020-06,8호선,526,석촌,"155,179","184,020","38,796","41,643",2020-07-03 13:43:17
2020-06,8호선,527,송파,"188,222","176,658","45,244","44,223",2020-07-03 13:43:17
2020-06,8호선,528,가락시장,"151,222","177,543","49,524","51,240",2020-07-03 13:43:17
2020-06,8호선,529,문정,"468,730","492,002","48,110","47,650",2020-07-03 13:43:17
2020-06,8호선,530,장지,"393,172","378,036","61,273","58,038",2020-07-03 13:43:17
2020-06,8호선,531,복정,"237,687","202,137","36,357","34,073",2020-07-03 13:43:17
2020-06,8호선,532,산성,"119,908","114,577","27,797","30,827",2020-07-03 13:43:17
2020-06,8호선,533,남한산성입구(성남법원.검찰청),"300,091","268,301","63,930","61,209",2020-07-03 13:43:17
2020-06,8호선,534,단대오거리,"212,256","199,085","54,418","52,073",2020-07-03 13:43:17
2020-06,8호선,535,신흥,"86,354","92,946","33,298","34,984",2020-07-03 13:43:17
2020-06,8호선,536,수진,"97,161","85,987","33,590","33,075",2020-07-03 13:43:17
2020-06,8호선,537,모란,"75,270","59,694","43,704","32,526",2020-07-03 13:43:17
2020-06,9호선,594,개화,"52,945","37,896","11,918","9,808",2020-07-03 13:43:17
2020-06,9호선,595,김포공항,"184,130","252,057","14,693","16,688",2020-07-03 13:43:17
2020-06,9호선,596,공항시장,"54,190","58,654","19,226","20,698",2020-07-03 13:43:17
2020-06,9호선,597,신방화,"137,633","132,044","34,469","34,662",2020-07-03 13:43:17
2020-06,9호선,598,마곡나루(서울식물원),"239,321","240,728","20,073","19,521",2020-07-03 13:43:17
2020-06,9호선,599,양천향교,"193,874","199,481","34,798","34,896",2020-07-03 13:43:17
2020-06,9호선,600,가양,"424,994","410,307","101,969","99,387",2020-07-03 13:43:17
2020-06,9호선,601,증미,"141,946","140,343","33,478","34,101",2020-07-03 13:43:17
2020-06,9호선,602,등촌,"200,432","196,124","62,786","63,492",2020-07-03 13:43:17
2020-06,9호선,603,염창,"381,958","367,743","54,349","53,795",2020-07-03 13:43:17
2020-06,9호선,604,신목동,"83,811","74,156","15,524","14,539",2020-07-03 13:43:17
2020-06,9호선,605,선유도,"170,010","163,988","21,371","20,737",2020-07-03 13:43:17
2020-06,9호선,606,당산,"415,788","413,029","52,897","48,414",2020-07-03 13:43:17
2020-06,9호선,607,국회의사당,"357,841","365,156","40,126","35,199",2020-07-03 13:43:17
2020-06,9호선,608,여의도,"540,468","527,635","34,136","31,788",2020-07-03 13:43:17
2020-06,9호선,609,샛강,"113,371","119,919","19,547","19,432",2020-07-03 13:43:17
2020-06,9호선,610,노량진,"641,576","641,071","75,221","76,210",2020-07-03 13:43:17
2020-06,9호선,611,노들,"91,533","76,303","24,961","23,237",2020-07-03 13:43:17
2020-06,9호선,612,흑석(중앙대입구),"154,775","163,848","41,727","42,330",2020-07-03 13:43:17
2020-06,9호선,613,동작(현충원),"40,531","32,873","13,273","11,686",2020-07-03 13:43:17
2020-06,9호선,614,구반포,"53,466","57,113","17,743","17,786",2020-07-03 13:43:17
2020-06,9호선,615,신반포,"59,133","58,930","14,638","14,249",2020-07-03 13:43:17
2020-06,9호선,616,고속터미널,"278,363","370,325","42,412","48,546",2020-07-03 13:43:17
2020-06,9호선,617,사평,"63,298","60,988","13,702","13,721",2020-07-03 13:43:17
2020-06,9호선,618,신논현,"757,528","778,888","48,268","45,709",2020-07-03 13:43:17
2020-06,공항철도 1호선,632,서울역,"161,764","150,389","25,092","22,998",2020-07-03 13:43:17
2020-06,공항철도 1호선,633,공덕,"48,243","64,372","5,408","6,295",2020-07-03 13:43:17
2020-06,공항철도 1호선,634,홍대입구,"205,388","210,838","13,239","12,375",2020-07-03 13:43:17
2020-06,공항철도 1호선,635,디지털미디어시티,"300,333","272,867","18,583","17,333",2020-07-03 13:43:17
2020-06,공항철도 1호선,636,마곡나루(서울식물원),"176,203","161,574","8,387","8,262",2020-07-03 13:43:17
2020-06,공항철도 1호선,637,김포공항,"237,112","141,312","16,063","10,989",2020-07-03 13:43:17
2020-06,공항철도 1호선,638,계양,"217,926","198,349","20,529","19,358",2020-07-03 13:43:17
2020-06,공항철도 1호선,639,검암,"173,912","169,018","14,889","15,055",2020-07-03 13:43:17
2020-06,공항철도 1호선,640,청라국제도시,"150,178","141,860","8,834","8,833",2020-07-03 13:43:17
2020-06,공항철도 1호선,641,운서,"140,384","141,096","19,911","19,729",2020-07-03 13:43:17
2020-06,공항철도 1호선,642,공항화물청사,"52,218","57,299","7,919","7,912",2020-07-03 13:43:17
2020-06,공항철도 1호선,643,인천공항1터미널,"84,987","83,842","11,763","11,877",2020-07-03 13:43:17
2020-06,공항철도 1호선,644,인천공항2터미널,"43,800","40,518","4,899","4,453",2020-07-03 13:43:17
2020-06,공항철도 1호선,645,영종,"59,820","60,451","14,431","14,644",2020-07-03 13:43:17
2020-06,9호선2~3단계,619,언주,"216,384","217,706","21,476","20,965",2020-07-03 13:43:17
2020-06,9호선2~3단계,620,선정릉,"211,327","228,690","18,208","19,127",2020-07-03 13:43:17
2020-06,9호선2~3단계,621,삼성중앙,"144,640","150,997","17,640","17,344",2020-07-03 13:43:17
2020-06,9호선2~3단계,622,봉은사,"371,017","377,970","34,335","32,871",2020-07-03 13:43:17
2020-06,9호선2~3단계,623,종합운동장,"94,694","92,129","13,861","12,408",2020-07-03 13:43:17
2020-06,9호선2~3단계,624,삼전,"135,207","132,470","27,089","26,533",2020-07-03 13:43:17
2020-06,9호선2~3단계,625,석촌고분,"116,398","114,113","24,520","24,840",2020-07-03 13:43:17
2020-06,9호선2~3단계,626,석촌,"171,712","147,236","24,413","20,640",2020-07-03 13:43:17
2020-06,9호선2~3단계,627,송파나루,"89,161","96,881","19,638","20,453",2020-07-03 13:43:17
2020-06,9호선2~3단계,628,한성백제,"48,486","42,921","11,106","10,218",2020-07-03 13:43:17
2020-06,9호선2~3단계,629,올림픽공원(한국체대),"122,504","121,852","16,107","16,361",2020-07-03 13:43:17
2020-06,9호선2~3단계,630,둔촌오륜,"23,456","20,031","4,501","4,575",2020-07-03 13:43:17
2020-06,9호선2~3단계,631,중앙보훈병원,"181,072","156,495","63,157","62,460",2020-07-03 13:43:17
2020-06,우이신설선,689,북한산우이,"49,112","44,511","29,308","30,374",2020-07-03 13:43:17
2020-06,우이신설선,690,솔밭공원,"37,803","34,695","23,897","25,194",2020-07-03 13:43:17
2020-06,우이신설선,691,4.19민주묘지,"44,084","43,335","29,534","26,863",2020-07-03 13:43:17
2020-06,우이신설선,692,가오리,"66,589","62,129","36,744","38,540",2020-07-03 13:43:17
2020-06,우이신설선,693,화계,"52,144","45,460","32,063","32,365",2020-07-03 13:43:17
2020-06,우이신설선,694,삼양,"29,190","29,961","22,980","25,581",2020-07-03 13:43:17
2020-06,우이신설선,695,삼양사거리,"33,600","33,467","29,597","30,221",2020-07-03 13:43:17
2020-06,우이신설선,696,솔샘,"114,997","103,153","30,364","31,401",2020-07-03 13:43:17
2020-06,우이신설선,697,북한산보국문,"118,712","108,985","33,642","34,566",2020-07-03 13:43:17
2020-06,우이신설선,698,정릉,"76,643","69,264","37,361","35,664",2020-07-03 13:43:17
2020-06,우이신설선,699,성신여대입구(돈암),"56,403","69,095","23,925","23,303",2020-07-03 13:43:17
2020-06,우이신설선,700,보문,"26,516","26,745","12,873","13,153",2020-07-03 13:43:17
2020-06,우이신설선,701,신설동,"35,278","37,005","21,022","18,961",2020-07-03 13:43:17
